Time,ParameterName,ParameterValue
2020-11-15T16:00:00Z,WS_PT1H_MAX,4.7
2020-11-15T16:00:00Z,WS_PT1H_MIN,4.0
2020-11-15T16:00:00Z,WD_PT1H_AVG,166.0
2020-11-15T16:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T16:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T16:00:00Z,PA_PT1H_AVG,1020.8
2020-11-15T16:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-15T17:00:00Z,TA_PT1H_AVG,1.9
2020-11-15T17:00:00Z,TA_PT1H_MAX,2.3
2020-11-15T17:00:00Z,TA_PT1H_MIN,1.6
2020-11-15T17:00:00Z,RH_PT1H_AVG,85.0
2020-11-15T17:00:00Z,WS_PT1H_AVG,4.4
2020-11-15T17:00:00Z,WS_PT1H_MAX,4.7
2020-11-15T17:00:00Z,WS_PT1H_MIN,4.1
2020-11-15T17:00:00Z,WD_PT1H_AVG,165.0
2020-11-15T17:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T17:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T17:00:00Z,PA_PT1H_AVG,1020.7
2020-11-15T17:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-15T18:00:00Z,TA_PT1H_AVG,1.7
2020-11-15T18:00:00Z,TA_PT1H_MAX,2.0
2020-11-15T18:00:00Z,TA_PT1H_MIN,1.6
2020-11-15T18:00:00Z,RH_PT1H_AVG,87.0
2020-11-15T18:00:00Z,WS_PT1H_AVG,4.2
2020-11-15T18:00:00Z,WS_PT1H_MAX,4.8
2020-11-15T18:00:00Z,WS_PT1H_MIN,3.9
2020-11-15T18:00:00Z,WD_PT1H_AVG,168.0
2020-11-15T18:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T18:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T18:00:00Z,PA_PT1H_AVG,1021.0
2020-11-15T18:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-15T19:00:00Z,TA_PT1H_AVG,2.1
2020-11-15T19:00:00Z,TA_PT1H_MAX,2.3
2020-11-15T19:00:00Z,TA_PT1H_MIN,2.0
2020-11-15T19:00:00Z,RH_PT1H_AVG,85.0
2020-11-15T19:00:00Z,WS_PT1H_AVG,4.6
2020-11-15T19:00:00Z,WS_PT1H_MAX,5.3
2020-11-15T19:00:00Z,WS_PT1H_MIN,4.0
2020-11-15T19:00:00Z,WD_PT1H_AVG,169.0
2020-11-15T19:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T19:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T19:00:00Z,PA_PT1H_AVG,1020.9
2020-11-15T19:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-15T20:00:00Z,TA_PT1H_AVG,2.1
2020-11-15T20:00:00Z,TA_PT1H_MAX,2.2
2020-11-15T20:00:00Z,TA_PT1H_MIN,2.0
2020-11-15T20:00:00Z,RH_PT1H_AVG,86.0
2020-11-15T20:00:00Z,WS_PT1H_AVG,5.4
2020-11-15T20:00:00Z,WS_PT1H_MAX,6.3
2020-11-15T20:00:00Z,WS_PT1H_MIN,4.7
2020-11-15T20:00:00Z,WD_PT1H_AVG,159.0
2020-11-15T20:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T20:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T20:00:00Z,PA_PT1H_AVG,1020.7
2020-11-15T20:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-15T21:00:00Z,TA_PT1H_AVG,2.1
2020-11-15T21:00:00Z,TA_PT1H_MAX,2.1
2020-11-15T21:00:00Z,TA_PT1H_MIN,2.0
2020-11-15T21:00:00Z,RH_PT1H_AVG,85.0
2020-11-15T21:00:00Z,WS_PT1H_AVG,4.4
2020-11-15T21:00:00Z,WS_PT1H_MAX,6.2
2020-11-15T21:00:00Z,WS_PT1H_MIN,3.3
2020-11-15T21:00:00Z,WD_PT1H_AVG,159.0
2020-11-15T21:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T21:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T21:00:00Z,PA_PT1H_AVG,1020.5
2020-11-15T21:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-15T22:00:00Z,TA_PT1H_AVG,2.0
2020-11-15T22:00:00Z,TA_PT1H_MAX,2.1
2020-11-15T22:00:00Z,TA_PT1H_MIN,1.9
2020-11-15T22:00:00Z,RH_PT1H_AVG,85.0
2020-11-15T22:00:00Z,WS_PT1H_AVG,4.3
2020-11-15T22:00:00Z,WS_PT1H_MAX,4.7
2020-11-15T22:00:00Z,WS_PT1H_MIN,3.7
2020-11-15T22:00:00Z,WD_PT1H_AVG,162.0
2020-11-15T22:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T22:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T22:00:00Z,PA_PT1H_AVG,1020.5
2020-11-15T22:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-15T23:00:00Z,TA_PT1H_AVG,1.8
2020-11-15T23:00:00Z,TA_PT1H_MAX,1.9
2020-11-15T23:00:00Z,TA_PT1H_MIN,1.7
2020-11-15T23:00:00Z,RH_PT1H_AVG,87.0
2020-11-15T23:00:00Z,WS_PT1H_AVG,4.6
2020-11-15T23:00:00Z,WS_PT1H_MAX,5.1
2020-11-15T23:00:00Z,WS_PT1H_MIN,4.0
2020-11-15T23:00:00Z,WD_PT1H_AVG,153.0
2020-11-15T23:00:00Z,PRA_PT1H_ACC,NaN
2020-11-15T23:00:00Z,PRI_PT1H_MAX,NaN
2020-11-15T23:00:00Z,PA_PT1H_AVG,1019.9
2020-11-15T23:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T00:00:00Z,TA_PT1H_AVG,2.0
2020-11-16T00:00:00Z,TA_PT1H_MAX,2.1
2020-11-16T00:00:00Z,TA_PT1H_MIN,1.9
2020-11-16T00:00:00Z,RH_PT1H_AVG,86.0
2020-11-16T00:00:00Z,WS_PT1H_AVG,5.1
2020-11-16T00:00:00Z,WS_PT1H_MAX,5.4
2020-11-16T00:00:00Z,WS_PT1H_MIN,4.6
2020-11-16T00:00:00Z,WD_PT1H_AVG,158.0
2020-11-16T00:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T00:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T00:00:00Z,PA_PT1H_AVG,1019.7
2020-11-16T00:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T01:00:00Z,TA_PT1H_AVG,2.2
2020-11-16T01:00:00Z,TA_PT1H_MAX,2.2
2020-11-16T01:00:00Z,TA_PT1H_MIN,2.0
2020-11-16T01:00:00Z,RH_PT1H_AVG,86.0
2020-11-16T01:00:00Z,WS_PT1H_AVG,4.7
2020-11-16T01:00:00Z,WS_PT1H_MAX,5.2
2020-11-16T01:00:00Z,WS_PT1H_MIN,4.3
2020-11-16T01:00:00Z,WD_PT1H_AVG,169.0
2020-11-16T01:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T01:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T01:00:00Z,PA_PT1H_AVG,1019.6
2020-11-16T01:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T02:00:00Z,TA_PT1H_AVG,2.2
2020-11-16T02:00:00Z,TA_PT1H_MAX,2.4
2020-11-16T02:00:00Z,TA_PT1H_MIN,2.2
2020-11-16T02:00:00Z,RH_PT1H_AVG,85.0
2020-11-16T02:00:00Z,WS_PT1H_AVG,4.8
2020-11-16T02:00:00Z,WS_PT1H_MAX,5.6
2020-11-16T02:00:00Z,WS_PT1H_MIN,4.2
2020-11-16T02:00:00Z,WD_PT1H_AVG,166.0
2020-11-16T02:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T02:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T02:00:00Z,PA_PT1H_AVG,1019.4
2020-11-16T02:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T03:00:00Z,TA_PT1H_AVG,2.3
2020-11-16T03:00:00Z,TA_PT1H_MAX,2.4
2020-11-16T03:00:00Z,TA_PT1H_MIN,2.2
2020-11-16T03:00:00Z,RH_PT1H_AVG,83.0
2020-11-16T03:00:00Z,WS_PT1H_AVG,5.2
2020-11-16T03:00:00Z,WS_PT1H_MAX,6.1
2020-11-16T03:00:00Z,WS_PT1H_MIN,4.4
2020-11-16T03:00:00Z,WD_PT1H_AVG,164.0
2020-11-16T03:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T03:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T03:00:00Z,PA_PT1H_AVG,1018.9
2020-11-16T03:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T04:00:00Z,TA_PT1H_AVG,2.4
2020-11-16T04:00:00Z,TA_PT1H_MAX,2.5
2020-11-16T04:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T04:00:00Z,RH_PT1H_AVG,83.0
2020-11-16T04:00:00Z,WS_PT1H_AVG,6.1
2020-11-16T04:00:00Z,WS_PT1H_MAX,7.3
2020-11-16T04:00:00Z,WS_PT1H_MIN,5.1
2020-11-16T04:00:00Z,WD_PT1H_AVG,166.0
2020-11-16T04:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T04:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T04:00:00Z,PA_PT1H_AVG,1018.4
2020-11-16T04:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T05:00:00Z,TA_PT1H_AVG,2.4
2020-11-16T05:00:00Z,TA_PT1H_MAX,2.4
2020-11-16T05:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T05:00:00Z,RH_PT1H_AVG,84.0
2020-11-16T05:00:00Z,WS_PT1H_AVG,4.9
2020-11-16T05:00:00Z,WS_PT1H_MAX,6.3
2020-11-16T05:00:00Z,WS_PT1H_MIN,3.9
2020-11-16T05:00:00Z,WD_PT1H_AVG,164.0
2020-11-16T05:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T05:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T05:00:00Z,PA_PT1H_AVG,1018.3
2020-11-16T05:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T06:00:00Z,TA_PT1H_AVG,2.4
2020-11-16T06:00:00Z,TA_PT1H_MAX,2.5
2020-11-16T06:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T06:00:00Z,RH_PT1H_AVG,86.0
2020-11-16T06:00:00Z,WS_PT1H_AVG,5.2
2020-11-16T06:00:00Z,WS_PT1H_MAX,6.2
2020-11-16T06:00:00Z,WS_PT1H_MIN,4.5
2020-11-16T06:00:00Z,WD_PT1H_AVG,159.0
2020-11-16T06:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T06:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T06:00:00Z,PA_PT1H_AVG,1018.0
2020-11-16T06:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T07:00:00Z,TA_PT1H_AVG,2.3
2020-11-16T07:00:00Z,TA_PT1H_MAX,2.4
2020-11-16T07:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T07:00:00Z,RH_PT1H_AVG,88.0
2020-11-16T07:00:00Z,WS_PT1H_AVG,6.2
2020-11-16T07:00:00Z,WS_PT1H_MAX,7.3
2020-11-16T07:00:00Z,WS_PT1H_MIN,4.9
2020-11-16T07:00:00Z,WD_PT1H_AVG,150.0
2020-11-16T07:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T07:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T07:00:00Z,PA_PT1H_AVG,1017.9
2020-11-16T07:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T08:00:00Z,TA_PT1H_AVG,2.4
2020-11-16T08:00:00Z,TA_PT1H_MAX,2.6
2020-11-16T08:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T08:00:00Z,RH_PT1H_AVG,89.0
2020-11-16T08:00:00Z,WS_PT1H_AVG,6.3
2020-11-16T08:00:00Z,WS_PT1H_MAX,7.1
2020-11-16T08:00:00Z,WS_PT1H_MIN,5.7
2020-11-16T08:00:00Z,WD_PT1H_AVG,153.0
2020-11-16T08:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T08:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T08:00:00Z,PA_PT1H_AVG,1018.1
2020-11-16T08:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T09:00:00Z,TA_PT1H_AVG,2.6
2020-11-16T09:00:00Z,TA_PT1H_MAX,2.7
2020-11-16T09:00:00Z,TA_PT1H_MIN,2.5
2020-11-16T09:00:00Z,RH_PT1H_AVG,89.0
2020-11-16T09:00:00Z,WS_PT1H_AVG,5.8
2020-11-16T09:00:00Z,WS_PT1H_MAX,6.3
2020-11-16T09:00:00Z,WS_PT1H_MIN,5.2
2020-11-16T09:00:00Z,WD_PT1H_AVG,147.0
2020-11-16T09:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T09:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T09:00:00Z,PA_PT1H_AVG,1018.0
2020-11-16T09:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T10:00:00Z,TA_PT1H_AVG,2.6
2020-11-16T10:00:00Z,TA_PT1H_MAX,2.8
2020-11-16T10:00:00Z,TA_PT1H_MIN,2.6
2020-11-16T10:00:00Z,RH_PT1H_AVG,90.0
2020-11-16T10:00:00Z,WS_PT1H_AVG,6.0
2020-11-16T10:00:00Z,WS_PT1H_MAX,7.3
2020-11-16T10:00:00Z,WS_PT1H_MIN,5.1
2020-11-16T10:00:00Z,WD_PT1H_AVG,149.0
2020-11-16T10:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T10:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T10:00:00Z,PA_PT1H_AVG,1017.8
2020-11-16T10:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T11:00:00Z,TA_PT1H_AVG,2.7
2020-11-16T11:00:00Z,TA_PT1H_MAX,2.8
2020-11-16T11:00:00Z,TA_PT1H_MIN,2.7
2020-11-16T11:00:00Z,RH_PT1H_AVG,88.0
2020-11-16T11:00:00Z,WS_PT1H_AVG,5.9
2020-11-16T11:00:00Z,WS_PT1H_MAX,6.7
2020-11-16T11:00:00Z,WS_PT1H_MIN,4.8
2020-11-16T11:00:00Z,WD_PT1H_AVG,148.0
2020-11-16T11:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T11:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T11:00:00Z,PA_PT1H_AVG,1017.6
2020-11-16T11:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T12:00:00Z,TA_PT1H_AVG,2.6
2020-11-16T12:00:00Z,TA_PT1H_MAX,2.8
2020-11-16T12:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T12:00:00Z,RH_PT1H_AVG,91.0
2020-11-16T12:00:00Z,WS_PT1H_AVG,6.3
2020-11-16T12:00:00Z,WS_PT1H_MAX,7.2
2020-11-16T12:00:00Z,WS_PT1H_MIN,5.5
2020-11-16T12:00:00Z,WD_PT1H_AVG,146.0
2020-11-16T12:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T12:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T12:00:00Z,PA_PT1H_AVG,1017.4
2020-11-16T12:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T13:00:00Z,TA_PT1H_AVG,2.3
2020-11-16T13:00:00Z,TA_PT1H_MAX,2.4
2020-11-16T13:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T13:00:00Z,RH_PT1H_AVG,94.0
2020-11-16T13:00:00Z,WS_PT1H_AVG,6.2
2020-11-16T13:00:00Z,WS_PT1H_MAX,6.6
2020-11-16T13:00:00Z,WS_PT1H_MIN,5.7
2020-11-16T13:00:00Z,WD_PT1H_AVG,147.0
2020-11-16T13:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T13:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T13:00:00Z,PA_PT1H_AVG,1017.4
2020-11-16T13:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T14:00:00Z,TA_PT1H_AVG,2.3
2020-11-16T14:00:00Z,TA_PT1H_MAX,2.4
2020-11-16T14:00:00Z,TA_PT1H_MIN,2.3
2020-11-16T14:00:00Z,RH_PT1H_AVG,96.0
2020-11-16T14:00:00Z,WS_PT1H_AVG,6.7
2020-11-16T14:00:00Z,WS_PT1H_MAX,7.8
2020-11-16T14:00:00Z,WS_PT1H_MIN,6.0
2020-11-16T14:00:00Z,WD_PT1H_AVG,151.0
2020-11-16T14:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T14:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T14:00:00Z,PA_PT1H_AVG,1017.2
2020-11-16T14:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T15:00:00Z,TA_PT1H_AVG,2.4
2020-11-16T15:00:00Z,TA_PT1H_MAX,2.6
2020-11-16T15:00:00Z,TA_PT1H_MIN,2.4
2020-11-16T15:00:00Z,RH_PT1H_AVG,96.0
2020-11-16T15:00:00Z,WS_PT1H_AVG,6.6
2020-11-16T15:00:00Z,WS_PT1H_MAX,7.5
2020-11-16T15:00:00Z,WS_PT1H_MIN,5.4
2020-11-16T15:00:00Z,WD_PT1H_AVG,148.0
2020-11-16T15:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T15:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T15:00:00Z,PA_PT1H_AVG,1017.0
2020-11-16T15:00:00Z,WAWA_PT1H_RANK,test
2020-11-16T16:00:00Z,TA_PT1H_AVG,2.6
2020-11-16T16:00:00Z,TA_PT1H_MAX,2.7
2020-11-16T16:00:00Z,TA_PT1H_MIN,2.5
2020-11-16T16:00:00Z,RH_PT1H_AVG,97.0
2020-11-16T16:00:00Z,WS_PT1H_AVG,6.4
2020-11-16T16:00:00Z,WS_PT1H_MAX,6.8
2020-11-16T16:00:00Z,WS_PT1H_MIN,5.8
2020-11-16T16:00:00Z,WD_PT1H_AVG,154.0
2020-11-16T16:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T16:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T16:00:00Z,PA_PT1H_AVG,1017.0
2020-11-16T16:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T17:00:00Z,TA_PT1H_AVG,2.8
2020-11-16T17:00:00Z,TA_PT1H_MAX,2.9
2020-11-16T17:00:00Z,TA_PT1H_MIN,2.7
2020-11-16T17:00:00Z,RH_PT1H_AVG,95.0
2020-11-16T17:00:00Z,WS_PT1H_AVG,6.1
2020-11-16T17:00:00Z,WS_PT1H_MAX,6.6
2020-11-16T17:00:00Z,WS_PT1H_MIN,5.6
2020-11-16T17:00:00Z,WD_PT1H_AVG,160.0
2020-11-16T17:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T17:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T17:00:00Z,PA_PT1H_AVG,1017.0
2020-11-16T17:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T18:00:00Z,TA_PT1H_AVG,2.9
2020-11-16T18:00:00Z,TA_PT1H_MAX,3.0
2020-11-16T18:00:00Z,TA_PT1H_MIN,2.8
2020-11-16T18:00:00Z,RH_PT1H_AVG,95.0
2020-11-16T18:00:00Z,WS_PT1H_AVG,6.9
2020-11-16T18:00:00Z,WS_PT1H_MAX,7.4
2020-11-16T18:00:00Z,WS_PT1H_MIN,5.9
2020-11-16T18:00:00Z,WD_PT1H_AVG,165.0
2020-11-16T18:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T18:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T18:00:00Z,PA_PT1H_AVG,1016.9
2020-11-16T18:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T19:00:00Z,TA_PT1H_AVG,3.0
2020-11-16T19:00:00Z,TA_PT1H_MAX,3.0
2020-11-16T19:00:00Z,TA_PT1H_MIN,2.9
2020-11-16T19:00:00Z,RH_PT1H_AVG,95.0
2020-11-16T19:00:00Z,WS_PT1H_AVG,6.5
2020-11-16T19:00:00Z,WS_PT1H_MAX,7.6
2020-11-16T19:00:00Z,WS_PT1H_MIN,5.2
2020-11-16T19:00:00Z,WD_PT1H_AVG,164.0
2020-11-16T19:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T19:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T19:00:00Z,PA_PT1H_AVG,1016.9
2020-11-16T19:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T20:00:00Z,TA_PT1H_AVG,3.0
2020-11-16T20:00:00Z,TA_PT1H_MAX,3.1
2020-11-16T20:00:00Z,TA_PT1H_MIN,3.0
2020-11-16T20:00:00Z,RH_PT1H_AVG,96.0
2020-11-16T20:00:00Z,WS_PT1H_AVG,5.4
2020-11-16T20:00:00Z,WS_PT1H_MAX,6.2
2020-11-16T20:00:00Z,WS_PT1H_MIN,4.9
2020-11-16T20:00:00Z,WD_PT1H_AVG,163.0
2020-11-16T20:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T20:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T20:00:00Z,PA_PT1H_AVG,1016.9
2020-11-16T20:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T21:00:00Z,TA_PT1H_AVG,3.1
2020-11-16T21:00:00Z,TA_PT1H_MAX,3.1
2020-11-16T21:00:00Z,TA_PT1H_MIN,3.0
2020-11-16T21:00:00Z,RH_PT1H_AVG,97.0
2020-11-16T21:00:00Z,WS_PT1H_AVG,6.3
2020-11-16T21:00:00Z,WS_PT1H_MAX,6.8
2020-11-16T21:00:00Z,WS_PT1H_MIN,5.2
2020-11-16T21:00:00Z,WD_PT1H_AVG,162.0
2020-11-16T21:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T21:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T21:00:00Z,PA_PT1H_AVG,1016.8
2020-11-16T21:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T22:00:00Z,TA_PT1H_AVG,3.1
2020-11-16T22:00:00Z,TA_PT1H_MAX,3.2
2020-11-16T22:00:00Z,TA_PT1H_MIN,3.0
2020-11-16T22:00:00Z,RH_PT1H_AVG,98.0
2020-11-16T22:00:00Z,WS_PT1H_AVG,5.8
2020-11-16T22:00:00Z,WS_PT1H_MAX,6.8
2020-11-16T22:00:00Z,WS_PT1H_MIN,5.2
2020-11-16T22:00:00Z,WD_PT1H_AVG,159.0
2020-11-16T22:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T22:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T22:00:00Z,PA_PT1H_AVG,1016.7
2020-11-16T22:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-16T23:00:00Z,TA_PT1H_AVG,3.2
2020-11-16T23:00:00Z,TA_PT1H_MAX,3.3
2020-11-16T23:00:00Z,TA_PT1H_MIN,3.1
2020-11-16T23:00:00Z,RH_PT1H_AVG,98.0
2020-11-16T23:00:00Z,WS_PT1H_AVG,5.1
2020-11-16T23:00:00Z,WS_PT1H_MAX,5.6
2020-11-16T23:00:00Z,WS_PT1H_MIN,4.5
2020-11-16T23:00:00Z,WD_PT1H_AVG,156.0
2020-11-16T23:00:00Z,PRA_PT1H_ACC,NaN
2020-11-16T23:00:00Z,PRI_PT1H_MAX,NaN
2020-11-16T23:00:00Z,PA_PT1H_AVG,1016.5
2020-11-16T23:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-17T00:00:00Z,TA_PT1H_AVG,3.3
2020-11-17T00:00:00Z,TA_PT1H_MAX,3.4
2020-11-17T00:00:00Z,TA_PT1H_MIN,3.3
2020-11-17T00:00:00Z,RH_PT1H_AVG,98.0
2020-11-17T00:00:00Z,WS_PT1H_AVG,5.0
2020-11-17T00:00:00Z,WS_PT1H_MAX,5.7
2020-11-17T00:00:00Z,WS_PT1H_MIN,4.6
2020-11-17T00:00:00Z,WD_PT1H_AVG,154.0
2020-11-17T00:00:00Z,PRA_PT1H_ACC,NaN
2020-11-17T00:00:00Z,PRI_PT1H_MAX,NaN
2020-11-17T00:00:00Z,PA_PT1H_AVG,1016.2
2020-11-17T00:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-17T01:00:00Z,TA_PT1H_AVG,3.4
2020-11-17T01:00:00Z,TA_PT1H_MAX,3.6
2020-11-17T01:00:00Z,TA_PT1H_MIN,3.3
2020-11-17T01:00:00Z,RH_PT1H_AVG,98.0
2020-11-17T01:00:00Z,WS_PT1H_AVG,5.4
2020-11-17T01:00:00Z,WS_PT1H_MAX,6.1
2020-11-17T01:00:00Z,WS_PT1H_MIN,4.6
2020-11-17T01:00:00Z,WD_PT1H_AVG,157.0
2020-11-17T01:00:00Z,PRA_PT1H_ACC,NaN
2020-11-17T01:00:00Z,PRI_PT1H_MAX,NaN
2020-11-17T01:00:00Z,PA_PT1H_AVG,1015.9
2020-11-17T01:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-17T02:00:00Z,TA_PT1H_AVG,3.7
2020-11-17T02:00:00Z,TA_PT1H_MAX,3.7
2020-11-17T02:00:00Z,TA_PT1H_MIN,3.6
2020-11-17T02:00:00Z,RH_PT1H_AVG,98.0
2020-11-17T02:00:00Z,WS_PT1H_AVG,6.0
2020-11-17T02:00:00Z,WS_PT1H_MAX,7.3
2020-11-17T02:00:00Z,WS_PT1H_MIN,5.2
2020-11-17T02:00:00Z,WD_PT1H_AVG,165.0
2020-11-17T02:00:00Z,PRA_PT1H_ACC,NaN
2020-11-17T02:00:00Z,PRI_PT1H_MAX,NaN
2020-11-17T02:00:00Z,PA_PT1H_AVG,1015.7
2020-11-17T02:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-17T03:00:00Z,TA_PT1H_AVG,3.8
2020-11-17T03:00:00Z,TA_PT1H_MAX,4.0
2020-11-17T03:00:00Z,TA_PT1H_MIN,3.7
2020-11-17T03:00:00Z,RH_PT1H_AVG,98.0
2020-11-17T03:00:00Z,WS_PT1H_AVG,5.2
2020-11-17T03:00:00Z,WS_PT1H_MAX,5.6
2020-11-17T03:00:00Z,WS_PT1H_MIN,4.6
2020-11-17T03:00:00Z,WD_PT1H_AVG,163.0
2020-11-17T03:00:00Z,PRA_PT1H_ACC,NaN
2020-11-17T03:00:00Z,PRI_PT1H_MAX,NaN
2020-11-17T03:00:00Z,PA_PT1H_AVG,1015.6
2020-11-17T03:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-17T04:00:00Z,TA_PT1H_AVG,4.1
2020-11-17T04:00:00Z,TA_PT1H_MAX,4.3
2020-11-17T04:00:00Z,TA_PT1H_MIN,3.9
2020-11-17T04:00:00Z,RH_PT1H_AVG,98.0
2020-11-17T04:00:00Z,WS_PT1H_AVG,5.1
2020-11-17T04:00:00Z,WS_PT1H_MAX,5.7
2020-11-17T04:00:00Z,WS_PT1H_MIN,4.6
2020-11-17T04:00:00Z,WD_PT1H_AVG,164.0
2020-11-17T04:00:00Z,PRA_PT1H_ACC,NaN
2020-11-17T04:00:00Z,PRI_PT1H_MAX,NaN
2020-11-17T04:00:00Z,PA_PT1H_AVG,1015.4
2020-11-17T04:00:00Z,WAWA_PT1H_RANK,NaN
2020-11-17T05:00:00Z,TA_PT1H_AVG,4.3
2020-11-17T05:00:00Z,TA_PT1H_MAX,4.4
2020-11-17T05:00:00Z,TA_PT1H_MIN,4.2
2020-11-17T05:00:00Z,RH_PT1H_AVG,97.0
2020-11-17T05:00:00Z,WS_PT1H_AVG,5.0
2020-11-17T05:00:00Z,WS_PT1H_MAX,5.5
